Images;x;y;yaw
images_resized_dl_project/1715524887.47857.png;0.4196797103111578;11.699973349198146;-86.8652025045663
images_resized_dl_project/1715524887.50259.png;0.4197983677522483;11.697427284522554;-86.86427887250743
images_resized_dl_project/1715524887.53515.png;0.4199592131447405;11.693975981609796;-86.86302684853268
images_resized_dl_project/1715524887.56874.png;0.42012514535359513;11.690415529508142;-86.8617352286706
images_resized_dl_project/1715524887.60173.png;0.42028811545475087;11.68691863614927;-86.86046666591818
images_resized_dl_project/1715524887.63473.png;0.42045113384473987;11.683420706643895;-86.85919772728447
images_resized_dl_project/1715524887.66830.png;0.42061696712037516;11.679862377378976;-86.85790687752068
images_resized_dl_project/1715524887.70173.png;0.42078211021902767;11.676318857427487;-86.85662140010928
images_resized_dl_project/1715524887.73479.png;0.4209454254086748;11.6728145594119;-86.85535015118066
images_resized_dl_project/1715524887.76820.png;0.42111046839633154;11.669273187569013;-86.8540654530354
images_resized_dl_project/1715524887.80126.png;0.42127378358597867;11.665768889553426;-86.85279420410679
images_resized_dl_project/1715524887.83457.png;0.421438333085315;11.66223810662236;-86.85151334728516
images_resized_dl_project/1715524887.86821.png;0.4216045138049945;11.658672322156995;-86.8502197930095
images_resized_dl_project/1715524887.90211.png;0.4217719783009729;11.655078991357783;-86.84891624579167
images_resized_dl_project/1715524887.93549.png;0.4219368728888006;11.65154080377;-86.84763270279385
images_resized_dl_project/1715524887.96850.png;0.4220999407453993;11.648041812846257;-86.84636337911098
images_resized_dl_project/1715524888.00276.png;0.4222691836837735;11.644410321529508;-86.84504598845952
images_resized_dl_project/1715524888.03552.png;0.42243101723068294;11.640937815521246;-86.84378627266966
images_resized_dl_project/1715524888.06830.png;0.4225929485330353;11.637463211948113;-86.84252579594934
images_resized_dl_project/1715524888.10259.png;0.42276233987123857;11.633828536376258;-86.84120725015043
images_resized_dl_project/1715524888.13616.png;0.4229281731468738;11.63027020711134;-86.83991640038664
images_resized_dl_project/1715524888.16901.png;0.423090450715494;11.626788173609627;-86.8386532283223
images_resized_dl_project/1715524888.20210.png;0.4232539143049701;11.623280691338936;-86.83738082424625
images_resized_dl_project/1715524888.23514.png;0.42341713056139785;11.619778516160087;-86.83611034541593
images_resized_dl_project/1715524888.26974.png;0.4235880530089485;11.61611098716254;-86.83477988142913
images_resized_dl_project/1715524888.30228.png;0.4237487982904449;11.612661832358386;-86.83352863672052
images_resized_dl_project/1715524888.33540.png;0.4239124102797501;11.609151165832587;-86.83225507749702
images_resized_dl_project/1715524888.36918.png;0.42407928117641225;11.605570572053796;-86.83095615086896
images_resized_dl_project/1715524888.40179.png;0.4242403727241764;11.602113987321063;-86.82970221081632
images_resized_dl_project/1715524888.43508.png;0.4244048244680698;11.598585301954866;-86.82842211492515
images_resized_dl_project/1715524888.46888.png;0.42457179429795144;11.595002585339337;-86.82712241819881
images_resized_dl_project/1715524888.50182.png;0.42473451706605875;11.591510999072309;-86.82585578069212
images_resized_dl_project/1715524888.53523.png;0.4248995600537155;11.587969627229421;-86.82457108254687
images_resized_dl_project/1715524888.5686.png;0.42506440635271;11.584432475788143;-86.82328791543036
images_resized_dl_project/1715524888.60195.png;0.425229153718485;11.5808974471836;-86.82200551841214
images_resized_dl_project/1715524888.63551.png;0.42539493870528705;11.577340154065185;-86.82071504452965
images_resized_dl_project/1715524888.66858.png;0.4255583033615438;11.57383479463123;-86.8194434105519
images_resized_dl_project/1715524888.70162.png;0.42572151961797156;11.570332619452381;-86.81817293172158
images_resized_dl_project/1715524888.73530.png;0.42588789702631336;11.566762614585409;-86.81687784641717
images_resized_dl_project/1715524888.76864.png;0.42605259492547876;11.563228647399235;-86.8155958344481
images_resized_dl_project/1715524888.80175.png;0.4262161562703979;11.559719067563673;-86.81432266944158
images_resized_dl_project/1715524888.83634.png;0.4263870292513388;11.556052599984493;-86.81299259050392
images_resized_dl_project/1715524888.86857.png;0.4265462446012642;11.552636273334167;-86.81175325481539
images_resized_dl_project/1715524888.90313.png;0.4267169691823761;11.548972990010093;-86.81042433102516
images_resized_dl_project/1715524888.93521.png;0.4268754425331563;11.545572584635295;-86.80919077107383
images_resized_dl_project/1715524888.97041.png;0.4270493294439587;11.541841446351231;-86.80783723164168
images_resized_dl_project/1715524889.00414.png;0.4272159530075725;11.538266159664284;-86.80654023025936
images_resized_dl_project/1715524889.03699.png;0.4273782305761926;11.53478412616257;-86.80527705819502
images_resized_dl_project/1715524889.07009.png;0.4275417436322785;11.53127558247351;-86.80400426906982
images_resized_dl_project/1715524889.10342.png;0.4277063920648342;11.527742676705707;-86.80272264214989
images_resized_dl_project/1715524889.13586.png;0.42786664385801015;11.524304110813372;-86.80147523876492
images_resized_dl_project/1715524889.16885.png;0.42802961278138946;11.520807242726365;-86.80020668518034
images_resized_dl_project/1715524889.20163.png;0.42819154526151826;11.517332613881365;-86.79894619929219
images_resized_dl_project/1715524889.23620.png;0.4283623193092398;11.513668269138924;-86.79761689045283
images_resized_dl_project/1715524889.26911.png;0.4285248924997416;11.510179892398865;-86.79635141726143
images_resized_dl_project/1715524889.30219.png;0.4286883066226081;11.506673471546542;-86.79507939823452
images_resized_dl_project/1715524889.33554.png;0.4288530539883832;11.503138442942;-86.7937970012163
